id,name,img,asin,price,mrp,rating,ratingTotal,discount,seller,purl,image_filename
55,Lace Inserted Pure Cotton Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/16924904/2023/4/27/6633a8bd-3a27-4c44-96f7-e4d6189928c21682579556806-Sztori-Women-Tops-7761682579556384-1.jpg",-,1999.0,1999.0,0.0,0,0,Sztori,https://www.myntra.com/tops/sztori/sztori-frilled-mandarin-collar-lace-inserted-pure-cotton-top/16924904/buy,Lace_Inserted_Pure_Cotton_Top_54.jpg
56,Shoulder Straps Fitted Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22958968/2023/4/29/762a722c-014d-42e4-9bc1-16e77eab7e4d1682773508393BRINNSCream-ColouredCropTop1.jpg",-,493.0,1299.0,0.0,0,62,BRINNS,https://www.myntra.com/tops/brinns/brinns-shoulder-straps-crop-fitted-top/22958968/buy,Shoulder_Straps_Fitted_Top_55.jpg
57,Shirt Collar Checked Dress,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22954260/2023/4/29/bd64d70e-030a-4ba3-82d4-04c4e3be968d1682741924051StyliNavyBlueCheckedMaxiDress1.jpg",-,1649.0,1649.0,0.0,0,0,Styli,https://www.myntra.com/dresses/styli/styli-shirt-collar-checked-maxi-dress/22954260/buy,Shirt_Collar_Checked_Dress_56.jpg
58,Cotton Knitted Twisted Dress,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22688440/2023/4/27/6de6de88-3b31-420e-ba53-5b977d053d761682576783956-Urban-Revivo-Charcoal-A-Line-Dress-3051682576783634-1.jpg",-,2249.0,2999.0,0.0,0,25,Urban Revivo,https://www.myntra.com/dresses/urban-revivo/urban-revivo-cotton-knitted-twisted-a-line-dress/22688440/buy,Cotton_Knitted_Twisted_Dress_57.jpg
59,Modal Oversized T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22746652/2023/4/12/b5232ab3-6a74-444e-9c39-7b6c973dfba71681324179272Tshirts1.jpg",-,749.0,1049.0,0.0,0,300,Kanvin,https://www.myntra.com/tshirts/kanvin/kanvin-mauve-floral-printed-drop-shoulder-sleeves-modal-oversized-t-shirt/22746652/buy,Modal_Oversized_T-shirt_58.jpg
60,Flared Sleeve Maxi Dress,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22954274/2023/4/29/070ac243-c370-466a-813e-15a7f2ce524a1682741925776StyliMaroonCapeSleeveMaxiDress1.jpg",-,1449.0,1449.0,0.0,0,0,Styli,https://www.myntra.com/dresses/styli/styli-flared-sleeve-maxi-dress/22954274/buy,Flared_Sleeve_Maxi_Dress_59.jpg
61,Women Straight Fit Jeans,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22953654/2023/4/29/071594a4-6fd2-4e1b-ba1d-a2477092caa61682760652867ELLISWomenBlueSmartStraightFitLowDistressJeans1.jpg",-,2199.0,2199.0,0.0,0,0,ELLIS,https://www.myntra.com/jeans/ellis/ellis-women-blue-smart-straight-fit-low-distress-jeans/22953654/buy,Women_Straight_Fit_Jeans_60.jpg
62,V-Neck Shirt Style Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22929344/2023/4/28/96ff188e-5001-4d8f-808a-53d183d980791682650075300RAASSIOTurquoiseBlueMandarinCollarCrepeShirtStyleTop1.jpg",-,797.0,1899.0,0.0,0,58,RAASSIO,https://www.myntra.com/tops/raassio/raassio-v-neck-shirt-style-top/22929344/buy,V-Neck_Shirt_Style_Top_61.jpg
63,Striped Halter Neck Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22961004/2023/4/29/d7ac0d7b-99c5-4fe9-a2cd-70bf9f459f531682778111202Tops1.jpg",-,899.0,2999.0,0.0,0,70,GUTI,https://www.myntra.com/tops/guti/guti-blue-striped-halter-neck-cotton-top/22961004/buy,Striped_Halter_Neck_Top_62.jpg
64,Printed Cotton Co-Ords Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22864272/2023/4/22/b4f944cc-940d-4006-8c89-323c80fc2af31682157111969WHITEMULTIFLORALPRINT3PCKURTASET1.jpg",-,1399.0,3499.0,0.0,0,60,TAG 7,https://www.myntra.com/co-ords/tag-7/tag-7-tropical-print-cotton-top-with-trousers--long-shrug/22864272/buy,Printed_Cotton_Co-Ords_Set_63.jpg
65,Striped Pocket Detail T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21188150/2023/4/28/1f185dc1-2819-4768-a530-2ed1b5acb8d51682657447537-Mast--Harbour-Women-Tshirts-2401682657447120-1.jpg",-,799.0,799.0,0.0,0,0,Mast & Harbour,https://www.myntra.com/tshirts/mast--harbour/mast--harbour-striped-pocket-detail-t-shirt/21188150/buy,Striped_Pocket_Detail_T-shirt_64.jpg
66,Women Mid Rise Knitted Tights,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22892148/2023/4/25/dbf54e16-333c-4a35-a277-121c3a3d16b71682417297938SweetDreamsWomenSolidAnkleTights1.jpg",-,1329.0,1399.0,0.0,0,5,Sweet Dreams,https://www.myntra.com/tights/sweet-dreams/sweet-dreams-women-grey-mid-rise-knitted-ankle-length-tights/22892148/buy,Women_Mid_Rise_Knitted_Tights_65.jpg
67,Kimono Sleeves Kaftan Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22954644/2023/4/29/dc6921e2-d0b1-4c0f-bf94-f8aeece11e731682769570155DressBerryBrownKimonoSleeveGeorgetteKaftanTop1.jpg",-,573.0,1739.0,0.0,0,67,DressBerry,https://www.myntra.com/tops/dressberry/dressberry-kimono-sleeves-kaftan-top/22954644/buy,Kimono_Sleeves_Kaftan_Top_66.jpg
68,Floral Print Wrap Crop Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22929280/2023/4/28/72458490-6a00-4c53-ae6c-af55e553ad071682629525713SHEETALAssociatesMulticolouredFloralPrintRoll-UpSleevesCrepe1.jpg",-,1999.0,1999.0,0.0,0,0,SHEETAL Associates,https://www.myntra.com/tops/sheetal-associates/sheetal-associates-floral-print-flutter-sleeved-crepe-wrap-crop-top/22929280/buy,Floral_Print_Wrap_Crop_Top_67.jpg
69,Printed A-Line Midi Dress,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22924276/2023/4/28/eef31884-130a-4ff0-bf6e-0813cf13b09c1682634182020SASSAFRASRedFloralPrintHalterNeckCrepeA-LineDress1.jpg",-,1399.0,1999.0,0.0,0,30,SASSAFRAS,https://www.myntra.com/dresses/sassafras/sassafras-orange-floral-printed-shoulder-strap-crepe-a-line-midi-dress/22924276/buy,Printed_A-Line_Midi_Dress_68.jpg
70,Tropical Print Wrap Midi Dress,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22688358/2023/4/27/56be67f5-940f-4fbf-9d7a-0538dc82a9371682592302497-Urban-Revivo-Tropical-Print-Twisted-Front-Wrap-Midi-Dress-10-1.jpg",-,4199.0,5599.0,0.0,0,25,Urban Revivo,https://www.myntra.com/dresses/urban-revivo/urban-revivo-tropical-print-twisted-front-wrap-midi-dress/22688358/buy,Tropical_Print_Wrap_Midi_Dress_69.jpg
71,Wrap-Style T-shirt Midi Dress,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22688302/2023/4/26/ea31548e-2123-4804-9802-cbc0119bfea41682493387197SkirtsUrbanRevivoWomenSkirtsUrbanRevivoWomenSkirtsUrbanReviv1.jpg",-,2249.0,2999.0,0.0,0,25,Urban Revivo,https://www.myntra.com/dresses/urban-revivo/urban-revivo-pure-cotton-wrap-style-t-shirt-midi-dress/22688302/buy,Wrap-Style_T-shirt_Midi_Dress_70.jpg
72,Women Extended Sleeves T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/21971156/2023/5/2/038dbefe-cd60-443a-a32c-f0905c7dd49c1682996602669-The-Roadster-Lifestyle-Co-Women-Extended-Sleeves-T-shirt-505-1.jpg",-,799.0,799.0,0.0,0,0,Roadster,https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-women-extended-sleeves-t-shirt/21971156/buy,Women_Extended_Sleeves_T-shirt_71.jpg
73,Women Mid Rise Cotton Leggings,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22941504/2023/4/28/6e7c927e-3ee4-44d8-ad50-cf7ea54914bc1682677619972Trousers1.jpg",-,494.0,549.0,0.0,0,10,LYRA,https://www.myntra.com/leggings/lyra/lyra-women-original-mid-rise-cotton-leggings/22941504/buy,Women_Mid_Rise_Cotton_Leggings_72.jpg
74,Women Pack Of 3 Sports Shorts,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22945730/2023/4/29/1d5541bb-237f-4c71-8ac5-aa8e3634f9b71682750621163JinfoWomenBeigeYogaSportsShorts1.jpg",-,575.0,1799.0,0.0,0,68,Jinfo,https://www.myntra.com/shorts/jinfo/jinfo-women-pack-of-3-sports-shorts/22945730/buy,Women_Pack_Of_3_Sports_Shorts_73.jpg
75,Women Straight Fit High-Rise Jeans,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22688658/2023/4/27/87157135-8e6e-4b0b-87ed-1a1de4b02cdd1682590304474-Urban-Revivo-Women-Straight-Fit-High-Rise-Light-Fade-Jeans-1-1.jpg",-,2999.0,3999.0,0.0,0,25,Urban Revivo,https://www.myntra.com/jeans/urban-revivo/urban-revivo-women-straight-fit-high-rise-light-fade-jeans/22688658/buy,Women_Straight_Fit_High-Rise_Jeans_74.jpg
76,Fitted Cinched Waist Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22933492/2023/4/28/5376c1f4-65e2-4c04-b424-ad62c24d32f81682670563249NEUDISGreenCinchedWaistTop1.jpg",-,1239.0,3099.0,0.0,0,60,NEUDIS,https://www.myntra.com/tops/neudis/neudis-fitted-cinched-waist-top/22933492/buy,Fitted_Cinched_Waist_Top_75.jpg
77,Women Pack Of 3 Sports Shorts,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22945760/2023/4/29/741d18f2-bbb3-42ee-ad15-697529b8a15c1682741334653JinfoWomenPinkYogaSportsShorts1.jpg",-,575.0,1799.0,0.0,0,68,Jinfo,https://www.myntra.com/shorts/jinfo/jinfo-women-pack-of-3-sports-shorts/22945760/buy,Women_Pack_Of_3_Sports_Shorts_76.jpg
78,Women Mid Rise Shorts,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22959012/2023/4/29/d5b95c79-fd80-4e3f-ae94-6a0cdb59ae691682758143393BRINNSWomenNavyBlueShorts1.jpg",-,531.0,1399.0,0.0,0,62,BRINNS,https://www.myntra.com/shorts/brinns/brinns-women-mid-rise-knitted-shorts/22959012/buy,Women_Mid_Rise_Shorts_77.jpg
79,Women Pack Of 3 Yoga Shorts,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22945734/2023/4/28/8bffe652-7cb9-4f82-b35c-1c2aad5262cb1682691374304JinfoWomenBeigeColourblockedYogaSportsShorts1.jpg",-,575.0,1799.0,0.0,0,68,Jinfo,https://www.myntra.com/shorts/jinfo/jinfo-women-pack-of-3-mid-rise-sports-shorts/22945734/buy,Women_Pack_Of_3_Yoga_Shorts_78.jpg
80,Geometric Printed Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22959008/2023/4/29/d8ba93f1-fdcd-4cc9-b8f1-3612c0178f1c1682773537114BRINNSMulticolouredGeometricPrintCrepeTop1.jpg",-,759.0,1999.0,0.0,0,62,BRINNS,https://www.myntra.com/tops/brinns/brinns-geometric-printed-boat-neck-top/22959008/buy,Geometric_Printed_Top_79.jpg
81,Printed Basic Jumpsuit,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22939730/2023/4/28/7aa4546f-cea9-4277-a5cb-68dcf141695b1682687652113JuniperWomensPinkCottonFlexFloralPrintedJumpsuit1.jpg",-,1739.0,4349.0,0.0,0,60,Juniper,https://www.myntra.com/jumpsuit/juniper/juniper-blue--pink-printed-basic-jumpsuit/22939730/buy,Printed_Basic_Jumpsuit_80.jpg
82,Printed Crop Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22938730/2023/4/29/b8ac4b54-8160-4be0-91e0-31576293fb631682708370409Tops1.jpg",-,6999.0,6999.0,0.0,0,0,ADIDAS,https://www.myntra.com/tops/adidas/adidas-printed-crop-top/22938730/buy,Printed_Crop_Top_81.jpg
83,Cotton Relaxed Fit T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22954262/2023/4/29/bd15390b-550d-409e-92f7-ec34834909401682742000291StyliWomenGreenTypographyPrintedT-shirt1.jpg",-,499.0,499.0,0.0,0,0,Styli,https://www.myntra.com/tshirts/styli/styli-printed-cotton-relaxed-fit-t-shirt/22954262/buy,Cotton_Relaxed_Fit_T-shirt_82.jpg
84,Print Denim A-Line Mini Dress,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22966444/2023/5/1/59342f98-a307-407d-8a59-e7fb43df6d521682909427032SUMAVI-FASHIONBluePrintDenimA-LineMiniDress1.jpg",-,2000.0,2000.0,0.0,0,0,SUMAVI-FASHION,https://www.myntra.com/dresses/sumavi-fashion/sumavi-fashion-blue-print-denim-a-line-mini-dress/22966444/buy,Print_Denim_A-Line_Mini_Dress_83.jpg
85,Women Mid-Rise Plain Trousers,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22941438/2023/4/28/785ccb25-d880-4521-abf2-75d9cfb435141682677006906LYRAWomenBrownOriginalTrousers1.jpg",-,494.0,549.0,0.0,0,10,LYRA,https://www.myntra.com/trousers/lyra/lyra-women-original-mid-rise-plain-trousers/22941438/buy,Women_Mid-Rise_Plain_Trousers_84.jpg
86,Sleeveless Fit & Flare Dress,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22920768/2023/4/27/7f504d59-e692-4b40-bccb-12a6fd51d3d61682611758172BoStreetNavyBlueFitFlareDress1.jpg",-,1735.0,2799.0,0.0,0,38,BoStreet,https://www.myntra.com/dresses/bostreet/bostreet-navy-blue-sleeveless-fit--flare-dress-with-belt/22920768/buy,Sleeveless_Fit___Flare_Dress_85.jpg
87,Women Maternity Track Pants,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22928230/2023/4/28/ba77416f-43d5-4d5e-8959-f338912537281682656204984TrackPants1.jpg",-,1999.0,1999.0,0.0,0,0,Frempy,https://www.myntra.com/track-pants/frempy/frempy-women-straight-fit-maternity-track-pants/22928230/buy,Women_Maternity_Track_Pants_86.jpg
88,Women High Rise Knitted Tights,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22892006/2023/4/25/fffd6ec5-87b8-41a6-81c1-d4d3e85b81401682417321821SweetDreamsWomenSolidAnkleTights1.jpg",-,1519.0,1599.0,0.0,0,5,Sweet Dreams,https://www.myntra.com/tights/sweet-dreams/sweet-dreams-women-burgundy-high-rise-knitted-ankle-length-tights/22892006/buy,Women_High_Rise_Knitted_Tights_87.jpg
89,Women Typography Printed Applique T-shirt,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22966962/2023/5/1/4cab120c-d230-45e8-b93f-9e1d4dc0b86e1682909499248T-SHIRTTRUCKWomenBlackTypographyPrintedAppliqueT-shirt1.jpg",-,599.0,999.0,0.0,0,40,T-SHIRT TRUCK,https://www.myntra.com/tshirts/t-shirt-truck/t-shirt-truck-women-black-typography-printed-applique-t-shirt/22966962/buy,Women_Typography_Printed_Applique_T-shirt_88.jpg
90,Puff Sleeves Cotton Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22954264/2023/4/29/8b8af5ed-7fc7-45cc-b473-1f0843bb2b021682785060053StyliWomenOffWhiteFloralPrintedV-NeckPocketsT-shirt1.jpg",-,1049.0,1049.0,0.0,0,0,Styli,https://www.myntra.com/tops/styli/styli-puff-sleeves-schiffli-cotton-top/22954264/buy,Puff_Sleeves_Cotton_Top_89.jpg
91,Print Maxi Dress,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22687746/2023/4/18/7bae5110-0e6a-48ee-84dc-edb4b57863631681803066028TshirtsUrbanRevivoWomenDressesUrbanRevivoWomenSkirtsUrbanRev1.jpg",-,3599.0,4799.0,0.0,0,25,Urban Revivo,https://www.myntra.com/dresses/urban-revivo/urban-revivo-printed-maxi-dress/22687746/buy,Print_Maxi_Dress_90.jpg
92,Flared Sleeves Crop Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22929292/2023/4/28/c059c657-0e3f-406d-867f-8739a94aadb01682629535743SHEETALAssociatesBlackFloralPrintFlaredSleeveCrepeCropTop1.jpg",-,1999.0,1999.0,0.0,0,0,SHEETAL Associates,https://www.myntra.com/tops/sheetal-associates/sheetal-associates-abstract-printed-v-neck-flared-sleeves-crop-top/22929292/buy,Flared_Sleeves_Crop_Top_91.jpg
93,Shoulder Straps Mini Dress,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22920696/2023/4/27/d4cdde2b-ec01-4eff-b9bf-c35f58b75adc1682607355131BoStreetPinkBodyconMiniDress1.jpg",-,1599.0,2499.0,0.0,0,36,BoStreet,https://www.myntra.com/dresses/bostreet/bostreet-pink-shoulder-straps-bodycon-mini-dress/22920696/buy,Shoulder_Straps_Mini_Dress_92.jpg
94,Halter Neck Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22960936/2023/4/29/d5797163-5037-4c40-ad25-1350170818fd1682779311596Tops1.jpg",-,899.0,2999.0,0.0,0,70,GUTI,https://www.myntra.com/tops/guti/guti-orange-halter-neck-cotton-crop-top/22960936/buy,Halter_Neck_Top_93.jpg
95,Women Shrug,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22942018/2023/4/28/fe7ade39-3933-41b6-9aa4-bd1c4f3a70db1682690206784NimbleWomenSkyBlueSolidOpenFrontShrug1.jpg",-,625.0,1199.0,0.0,0,574,Nimble,https://www.myntra.com/shrug/nimble/nimble-women-blue-longline-shrug/22942018/buy,Women_Shrug_94.jpg
96,Sleeveless Fitted Crop Top,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22927504/2023/4/28/18bf0f59-7d91-473e-b545-aee2c517c9441682628972735DisruptPinkCropTop1.jpg",-,384.0,699.0,0.0,0,45,Disrupt,https://www.myntra.com/tops/disrupt/disrupt-round-neck-sleeveless-fitted-crop-top/22927504/buy,Sleeveless_Fitted_Crop_Top_95.jpg
97,Floral Print Chiffon Fit & Flare Dress,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22904622/2023/5/1/d739ec53-17c9-4795-a380-bed9039c62c11682962213878MODWEEYellowFloralPrintChiffonFitFlareDress1.jpg",-,599.0,1999.0,0.0,0,70,MODWEE,https://www.myntra.com/dresses/modwee/modwee-yellow-floral-print-chiffon-fit--flare-dress/22904622/buy,Floral_Print_Chiffon_Fit___Flare_Dress_96.jpg
98,Top Solid,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22960930/2023/4/29/b127f9f6-89d3-4f83-aac0-11b36ab465ee1682779299136GUTIRedCottonCropTop1.jpg",-,899.0,2999.0,0.0,0,70,GUTI,https://www.myntra.com/tops/guti/guti-red-cotton-crop-top/22960930/buy,Top_Solid_97.jpg
99,Women Stretchable Cotton Jeans,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22960134/2023/4/29/4ed89aeb-809e-4209-b30d-a8c3548f6a451682762238547urSenseWomenBlueBootcutStretchableJeans1.jpg",-,1199.0,2399.0,0.0,0,50,urSense,https://www.myntra.com/jeans/ursense/ursense-women-bootcut-stretchable-cotton-jeans/22960134/buy,Women_Stretchable_Cotton_Jeans_98.jpg
100,Women Skinny Fit Jeans,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22914144/2023/4/27/6c560331-433a-4bfb-a766-49b381c103a01682574056850VeroModaWomenBlueSkinnyFitHigh-RiseLowDistressLightFadeStret1.jpg",-,2999.0,2999.0,0.0,0,0,Vero Moda,https://www.myntra.com/jeans/vero-moda/vero-moda-women-skinny-fit-high-rise-stretchable-jeans/22914144/buy,Women_Skinny_Fit_Jeans_99.jpg
101,Gold-Plated Jewellery Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22930466/2023/4/28/a1e92e8e-2015-4614-bec9-30b6b10a2aec1682678690381GoldFinishshortnecklaceset12012N1.jpg",-,1488.0,4800.0,0.0,0,69,GRIIHAM,https://www.myntra.com/jewellery-set/griiham/griiham-gold-plated-cz-studded-temple-jewellery-set/22930466/buy,Gold-Plated_Jewellery_Set_100.jpg
102,UV Protected Oval Sunglasses,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22929228/2023/4/28/d185c277-f806-42e9-8054-70aee12b4e081682632941317RESISTEYEWEAROVALUVPROTECTIONBLACKFREESIZESUNGLASSESFORMENAN1.jpg",-,4999.0,4999.0,0.0,0,0,RESIST EYEWEAR,https://www.myntra.com/sunglasses/resist-eyewear/resist-eyewear-oval-sunglasses-with-uv-protected-lens-augustineblackblack1/22929228/buy,UV_Protected_Oval_Sunglasses_101.jpg
103,Rhodium-Plated Jewellery Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22919154/2023/4/27/9b48fdec-30f3-43a4-9291-671c070ef7381682592519635JewellerySet1.jpg",-,1484.0,5499.0,0.0,0,73,Aazeen,https://www.myntra.com/jewellery-set/aazeen/aazeen-rhodium-plated-ad-studded-jewellery-set/22919154/buy,Rhodium-Plated_Jewellery_Set_102.jpg
104,Gold-Plated Finger Ring,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22910178/2023/4/26/dd4aa153-367a-4305-8aff-249a69ac23141682507619465MYKIExclusiveEternalStarGoldPlatedRingForWomenGirls1.jpg",-,369.0,369.0,0.0,0,0,MYKI,https://www.myntra.com/ring/myki/myki-gold-plated-cz-studded-exclusive-eternal-star-finger-ring/22910178/buy,Gold-Plated_Finger_Ring_103.jpg
105,Set of 6 Hair Accessory,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22891772/2023/4/25/20aa7036-8d83-481a-8bed-24ae5577864c1682428171095HairFlareArtificialFlowerwithPearlBridalHairPinHairClipSideP1.jpg",-,599.0,599.0,0.0,0,0,Hair Flare,https://www.myntra.com/hair-accessory/hair-flare/hair-flare-women-set-of-6-artificial-flower-with-pearl-hair-accessory/22891772/buy,Set_of_6_Hair_Accessory_104.jpg
106,Wayfarer Sunglasses,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22886254/2023/4/25/c81dd6d6-efb0-4553-8af7-6a78e9c9870f1682410385698MAGNEQSqureShapedUnisexBlackSunglassesMG2140SC156181.jpg",-,1043.0,1490.0,0.0,0,30,MAGNEQ,https://www.myntra.com/sunglasses/magneq/magneq-lens--wayfarer-sunglasses-with-polarised--uv-protected-lens-mg-8305s-c1-5618/22886254/buy,Wayfarer_Sunglasses_105.jpg
107,Gold-Plated Jewellery Set,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22867496/2023/4/22/8400f0a4-6895-48ae-a248-bd486d52b6011682171171582MansiyaorangeOriginalLookGoldenColorLongRaniHaarSetForWomen1.jpg",-,645.0,1699.0,0.0,0,1054,MANSIYAORANGE,https://www.myntra.com/jewellery-set/mansiyaorange/mansiyaorange-gold-plated-ethnic-motif-jewellery-set/22867496/buy,Gold-Plated_Jewellery_Set_106.jpg
